visit_id,date,country,traffic_source,device_type,browser,page,session_duration_sec,pages_viewed,bounce,conversion
708,2025-02-15,Saudi Arabia,Email,Mobile,Opera,/blog,1656,7,0,0
709,2025-02-04,Spain,Social Media,Mobile,Firefox,/home,312,3,1,0
710,2025-09-10,India,Direct,Mobile,Edge,/pricing,121,2,1,0
711,2025-03-23,Saudi Arabia,Paid Ads,Desktop,Edge,/home,1450,14,0,0
712,2025-09-13,Spain,Email,Mobile,Firefox,/pricing,1588,2,0,0
713,2025-07-16,Indonesia,Referral,Desktop,Edge,/pricing,1318,14,0,0
714,2025-10-30,Indonesia,Referral,Desktop,Edge,/login,1673,14,1,0
715,2025-01-10,Brazil,Paid Ads,Mobile,Firefox,/blog,194,8,0,0
716,2025-11-08,Canada,Referral,Desktop,Opera,/blog,1774,9,1,0
717,2025-10-13,Netherlands,Organic Search,Desktop,Edge,/blog,910,3,1,1
718,2025-08-30,Indonesia,Email,Mobile,Edge,/pricing,230,14,1,0
719,2025-09-08,France,Paid Ads,Desktop,Edge,/pricing,1477,3,0,0
720,2025-12-31,France,Direct,Desktop,Edge,/home,1150,6,0,1
721,2025-01-05,Mexico,Email,Desktop,Firefox,/products,1103,11,0,0
722,2025-04-29,Saudi Arabia,Paid Ads,Mobile,Opera,/blog,907,10,1,0
723,2025-10-16,Brazil,Social Media,Mobile,Opera,/login,1103,1,0,0
724,2025-03-06,France,Direct,Mobile,Chrome,/contact,631,6,0,0
725,2025-05-26,Germany,Social Media,Mobile,Edge,/home,436,12,0,1
726,2025-08-12,India,Email,Mobile,Edge,/home,653,3,0,0
727,2025-08-27,Germany,Direct,Mobile,Chrome,/,577,11,0,0
728,2025-06-26,Pakistan,Referral,Desktop,Opera,/blog,452,4,0,0
729,2025-09-24,Pakistan,Paid Ads,Desktop,Safari,/about,610,9,0,0
730,2025-12-07,South Africa,Email,Mobile,Safari,/home,1170,3,0,0
731,2025-10-09,Canada,Organic Search,Mobile,Opera,/,513,1,0,0
732,2025-03-04,USA,Direct,Tablet,Edge,/contact,140,3,1,0
733,2025-08-05,Germany,Direct,Mobile,Safari,/login,227,7,1,0
734,2025-12-08,India,Email,Mobile,Firefox,/contact,697,13,0,1
735,2025-11-11,Japan,Email,Mobile,Firefox,/about,180,7,0,0
736,2025-10-10,Netherlands,Social Media,Mobile,Chrome,/blog,1508,11,1,0
737,2025-06-26,Italy,Referral,Mobile,Opera,/pricing,621,5,0,0
738,2025-04-08,Mexico,Social Media,Mobile,Opera,/,1001,14,0,0
739,2025-04-15,Germany,Social Media,Mobile,Safari,/pricing,1162,1,0,0
740,2025-04-09,Italy,Referral,Tablet,Edge,/contact,66,11,0,0
741,2025-11-07,Brazil,Organic Search,Desktop,Opera,/contact,1214,8,0,1
742,2025-01-06,Pakistan,Social Media,Desktop,Safari,/products,255,10,1,0
743,2025-07-16,Canada,Social Media,Mobile,Safari,/products,153,8,1,0
744,2025-12-17,Netherlands,Direct,Mobile,Opera,/login,1084,10,0,0
745,2025-05-13,Brazil,Referral,Mobile,Safari,/about,377,12,0,0
746,2025-12-24,UAE,Paid Ads,Desktop,Chrome,/products,1492,10,0,0
747,2025-09-16,UAE,Organic Search,Mobile,Chrome,/products,227,13,0,0
748,2025-01-23,Brazil,Organic Search,Mobile,Opera,/about,625,10,0,0
749,2025-02-22,Spain,Referral,Mobile,Edge,/home,1600,2,0,0
750,2025-06-14,India,Email,Mobile,Chrome,/products,1290,10,1,0
751,2025-07-21,Italy,Email,Desktop,Chrome,/home,1189,3,0,0
752,2025-03-24,Japan,Direct,Mobile,Opera,/home,1598,4,1,0
753,2025-05-25,Spain,Direct,Tablet,Firefox,/blog,451,1,0,0
754,2025-03-26,Germany,Referral,Mobile,Safari,/home,850,4,0,0
755,2025-03-19,Australia,Direct,Mobile,Chrome,/home,965,5,0,0
756,2025-01-01,Mexico,Organic Search,Mobile,Firefox,/products,708,3,0,0
757,2025-02-20,South Africa,Organic Search,Desktop,Edge,/home,885,14,1,0
758,2025-06-22,Australia,Paid Ads,Mobile,Firefox,/pricing,1695,11,0,0
759,2025-07-24,Germany,Email,Mobile,Opera,/about,785,10,0,0
760,2025-09-17,South Africa,Referral,Mobile,Edge,/products,771,2,0,0
761,2025-10-15,USA,Social Media,Desktop,Edge,/about,954,13,0,0
762,2025-02-03,Pakistan,Email,Desktop,Firefox,/,932,6,0,0
763,2025-12-14,India,Social Media,Desktop,Opera,/products,944,8,0,0
764,2025-04-05,Turkey,Paid Ads,Desktop,Chrome,/home,1756,7,1,0
765,2025-03-13,South Africa,Paid Ads,Desktop,Firefox,/pricing,34,11,1,0
766,2025-02-08,Australia,Direct,Mobile,Chrome,/about,815,14,0,0
767,2025-06-03,Mexico,Paid Ads,Desktop,Firefox,/products,1697,1,0,0
768,2025-09-07,Turkey,Paid Ads,Desktop,Chrome,/pricing,1569,4,0,0
769,2025-06-11,UAE,Social Media,Mobile,Firefox,/about,773,3,0,0
770,2025-04-28,Pakistan,Direct,Desktop,Edge,/,1093,6,1,0
771,2025-09-16,Brazil,Paid Ads,Desktop,Safari,/contact,1500,9,1,0
772,2025-11-02,Italy,Email,Desktop,Edge,/login,443,9,0,0
773,2025-09-25,Netherlands,Paid Ads,Desktop,Chrome,/login,888,7,0,0
774,2025-02-23,France,Direct,Mobile,Opera,/,1099,12,1,0
775,2025-08-24,South Africa,Referral,Desktop,Edge,/contact,919,9,1,0
776,2025-08-10,France,Direct,Mobile,Safari,/blog,574,8,0,0
777,2025-09-08,Canada,Social Media,Tablet,Chrome,/contact,115,5,0,0
778,2025-11-09,France,Referral,Mobile,Edge,/blog,105,9,0,1
779,2025-04-22,Saudi Arabia,Email,Mobile,Firefox,/products,1721,14,1,0
780,2025-09-12,Indonesia,Organic Search,Mobile,Opera,/blog,1584,7,0,0
781,2025-10-30,Indonesia,Direct,Mobile,Chrome,/login,177,5,1,0
782,2025-07-26,Italy,Social Media,Desktop,Edge,/login,51,8,0,0
783,2025-08-17,Japan,Email,Mobile,Chrome,/pricing,113,7,0,0
784,2025-12-07,USA,Referral,Mobile,Firefox,/blog,1237,9,0,0
785,2025-03-07,South Africa,Email,Desktop,Safari,/pricing,529,10,1,1
786,2025-03-16,Germany,Direct,Desktop,Edge,/login,291,1,0,0
787,2025-04-13,Brazil,Paid Ads,Mobile,Chrome,/about,1076,13,1,0
788,2025-07-11,Pakistan,Direct,Mobile,Chrome,/about,956,9,0,1
789,2025-09-09,USA,Organic Search,Desktop,Chrome,/contact,1143,7,1,1
790,2025-08-14,Saudi Arabia,Direct,Mobile,Safari,/contact,1243,1,1,0
791,2025-10-21,UK,Referral,Desktop,Chrome,/contact,758,1,0,0
792,2025-11-02,Australia,Referral,Mobile,Opera,/blog,840,5,1,0
793,2025-04-08,Japan,Direct,Desktop,Opera,/contact,58,8,0,0
794,2025-12-04,Pakistan,Referral,Desktop,Chrome,/blog,124,9,0,0
795,2025-10-13,Saudi Arabia,Paid Ads,Mobile,Opera,/blog,1188,12,0,0
796,2025-12-01,Saudi Arabia,Email,Mobile,Edge,/home,1682,6,1,1
797,2025-12-13,UK,Direct,Mobile,Opera,/home,512,12,1,0
798,2025-11-04,India,Paid Ads,Mobile,Chrome,/blog,1712,13,0,0
799,2025-09-06,Netherlands,Email,Desktop,Firefox,/about,1744,10,1,0
800,2025-06-15,India,Email,Mobile,Edge,/pricing,995,12,0,0
801,2025-12-01,UK,Paid Ads,Desktop,Safari,/login,80,8,1,0
802,2025-01-30,USA,Social Media,Mobile,Chrome,/login,1021,6,0,0
803,2025-09-04,Brazil,Direct,Desktop,Safari,/products,1552,11,0,0
804,2025-04-16,France,Email,Mobile,Firefox,/,1745,6,0,0
805,2025-02-20,UK,Email,Tablet,Safari,/home,1369,4,0,0
806,2025-03-22,UAE,Referral,Tablet,Chrome,/blog,76,11,0,0
807,2025-05-13,UK,Email,Mobile,Chrome,/,1526,5,0,0
808,2025-10-12,Brazil,Paid Ads,Desktop,Firefox,/home,1683,14,0,0
809,2025-05-18,UK,Email,Mobile,Chrome,/products,1787,2,1,0
810,2025-07-03,UAE,Social Media,Mobile,Firefox,/login,976,3,0,0
811,2025-11-26,UAE,Direct,Desktop,Firefox,/pricing,1246,3,1,0
812,2025-09-30,Indonesia,Direct,Tablet,Chrome,/blog,190,14,0,0
813,2025-12-06,Pakistan,Email,Desktop,Opera,/products,1799,12,0,0
814,2025-03-10,Italy,Organic Search,Tablet,Firefox,/login,622,11,0,0
815,2025-02-03,Turkey,Organic Search,Mobile,Chrome,/about,1632,5,1,0
816,2025-09-19,China,Paid Ads,Mobile,Opera,/home,706,14,1,0
817,2025-02-22,India,Organic Search,Desktop,Firefox,/blog,612,5,0,0
818,2025-07-24,Brazil,Paid Ads,Desktop,Opera,/,257,6,0,0
819,2025-05-06,Canada,Referral,Mobile,Edge,/about,1247,5,0,0
820,2025-08-23,Indonesia,Paid Ads,Desktop,Edge,/login,368,12,0,0
821,2025-02-12,Saudi Arabia,Organic Search,Desktop,Opera,/about,258,6,1,0
822,2025-08-28,Pakistan,Email,Mobile,Firefox,/contact,647,8,0,0
823,2025-04-21,Mexico,Referral,Mobile,Chrome,/pricing,959,2,0,0
824,2025-09-06,Germany,Organic Search,Mobile,Safari,/login,1549,4,1,1
825,2025-05-31,Netherlands,Paid Ads,Mobile,Chrome,/about,1121,13,1,0
826,2025-07-02,Mexico,Social Media,Desktop,Safari,/home,672,6,0,0
827,2025-12-02,Turkey,Direct,Tablet,Safari,/pricing,185,12,0,0
828,2025-04-05,China,Organic Search,Desktop,Firefox,/blog,732,5,0,0
829,2025-01-08,Turkey,Paid Ads,Mobile,Opera,/contact,435,1,0,0
830,2025-12-26,Mexico,Referral,Mobile,Chrome,/login,1636,9,0,0
831,2025-07-03,Netherlands,Organic Search,Mobile,Opera,/products,780,3,1,0
832,2025-10-08,Japan,Organic Search,Desktop,Edge,/pricing,712,2,1,0
833,2025-07-14,China,Direct,Mobile,Firefox,/,90,9,0,0
834,2025-12-18,Saudi Arabia,Paid Ads,Mobile,Firefox,/home,936,7,0,0
835,2025-07-14,UK,Social Media,Desktop,Edge,/login,147,5,0,0
836,2025-06-04,Canada,Referral,Mobile,Chrome,/,1466,12,0,0
837,2025-04-03,China,Paid Ads,Tablet,Edge,/pricing,479,6,0,0
838,2025-06-09,Italy,Referral,Tablet,Chrome,/login,359,12,0,0
839,2025-03-02,USA,Organic Search,Desktop,Safari,/contact,1159,11,0,0
840,2025-05-02,Brazil,Direct,Desktop,Firefox,/products,1342,4,0,0
841,2025-02-20,Mexico,Direct,Desktop,Chrome,/products,1263,1,0,0
842,2025-10-04,Canada,Email,Mobile,Opera,/,1493,4,0,0
843,2025-01-05,India,Social Media,Desktop,Opera,/blog,1378,9,0,0
844,2025-04-02,Pakistan,Direct,Desktop,Firefox,/blog,319,1,0,0
845,2025-06-19,Mexico,Organic Search,Tablet,Edge,/contact,1053,10,0,0
846,2025-11-13,South Africa,Social Media,Tablet,Edge,/products,1594,3,0,0
847,2025-01-22,Australia,Paid Ads,Desktop,Chrome,/,1011,5,0,0
848,2025-11-22,Indonesia,Direct,Desktop,Edge,/,1680,7,1,0
849,2025-01-01,France,Social Media,Mobile,Firefox,/login,1574,9,0,0
850,2025-05-13,Indonesia,Organic Search,Desktop,Chrome,/login,1593,6,0,0
851,2025-08-21,Australia,Email,Mobile,Safari,/,1510,3,0,0
852,2025-01-12,Italy,Referral,Mobile,Edge,/login,278,13,0,0
853,2025-12-12,Brazil,Referral,Mobile,Edge,/pricing,1036,7,1,0
854,2025-02-15,China,Organic Search,Mobile,Chrome,/login,779,14,1,0
855,2025-02-03,Japan,Organic Search,Mobile,Opera,/contact,25,4,0,0
856,2025-03-19,Germany,Referral,Mobile,Edge,/blog,615,3,0,0
857,2025-08-06,France,Email,Desktop,Firefox,/blog,1391,14,0,0
858,2025-10-28,China,Social Media,Mobile,Edge,/pricing,1679,7,0,0
859,2025-03-14,Japan,Referral,Mobile,Safari,/home,822,11,0,0
860,2025-10-09,Turkey,Organic Search,Desktop,Edge,/pricing,1166,11,0,0
861,2025-09-06,Turkey,Direct,Desktop,Opera,/contact,1345,7,0,1
862,2025-02-16,UAE,Paid Ads,Desktop,Edge,/,491,4,0,0
863,2025-05-01,Netherlands,Email,Tablet,Chrome,/pricing,904,12,1,0
864,2025-08-02,China,Email,Desktop,Edge,/,1577,7,0,0
865,2025-08-27,South Africa,Direct,Desktop,Opera,/contact,1338,11,0,0
866,2025-02-25,Brazil,Direct,Mobile,Chrome,/about,278,14,0,0
867,2025-12-16,Mexico,Organic Search,Mobile,Firefox,/contact,423,2,0,0
868,2025-04-17,India,Referral,Desktop,Chrome,/products,34,1,1,0
869,2025-11-15,Italy,Social Media,Tablet,Safari,/,325,12,0,0
870,2025-02-17,UK,Email,Mobile,Chrome,/blog,580,2,1,0
871,2025-03-02,Pakistan,Email,Mobile,Firefox,/pricing,734,4,0,0
872,2025-12-03,UAE,Direct,Mobile,Edge,/about,1701,8,1,0
873,2025-01-26,Canada,Referral,Desktop,Chrome,/contact,1017,3,1,0
874,2025-10-19,Spain,Email,Desktop,Chrome,/,1309,10,0,0
875,2025-09-14,Canada,Social Media,Mobile,Chrome,/about,398,6,0,0
876,2025-01-08,South Africa,Direct,Desktop,Chrome,/home,731,6,1,1
877,2025-04-23,Australia,Social Media,Desktop,Firefox,/products,453,13,0,0
878,2025-12-21,China,Referral,Mobile,Opera,/home,1008,9,0,0
879,2025-09-10,India,Email,Desktop,Opera,/contact,1460,9,0,0
880,2025-06-29,USA,Paid Ads,Tablet,Chrome,/home,1090,4,0,0
881,2025-07-26,USA,Email,Desktop,Firefox,/home,706,9,0,0
882,2025-10-30,China,Referral,Mobile,Firefox,/products,980,13,0,0
883,2025-05-07,France,Email,Mobile,Chrome,/products,1599,6,0,0
884,2025-02-25,UAE,Email,Mobile,Safari,/login,730,2,0,0
885,2025-08-02,Australia,Organic Search,Desktop,Chrome,/products,377,10,1,0
886,2025-01-14,France,Email,Mobile,Safari,/about,351,14,0,0
887,2025-01-28,Germany,Email,Mobile,Chrome,/login,313,11,1,0
888,2025-03-19,India,Social Media,Mobile,Safari,/products,773,6,1,0
889,2025-08-04,Netherlands,Paid Ads,Mobile,Safari,/home,1407,2,1,0
890,2025-12-31,Indonesia,Social Media,Mobile,Chrome,/blog,825,8,1,0
891,2025-06-03,Japan,Social Media,Mobile,Safari,/blog,121,4,1,0
892,2025-01-14,Italy,Direct,Mobile,Edge,/login,887,5,1,1
893,2025-07-06,Australia,Organic Search,Tablet,Opera,/products,1039,8,0,0
894,2025-11-08,Netherlands,Social Media,Desktop,Firefox,/about,939,14,0,0
895,2025-01-07,UAE,Referral,Mobile,Safari,/pricing,712,11,1,0
896,2025-01-03,USA,Referral,Mobile,Safari,/,855,8,0,0
897,2025-04-21,Spain,Email,Mobile,Firefox,/contact,953,12,1,0
898,2025-08-26,Spain,Direct,Mobile,Safari,/about,288,14,1,0
899,2025-12-29,UK,Organic Search,Tablet,Firefox,/pricing,391,12,0,0
900,2025-08-27,Germany,Organic Search,Mobile,Chrome,/contact,22,6,1,0
901,2025-10-01,India,Email,Desktop,Edge,/pricing,312,4,0,0
902,2025-10-21,France,Referral,Desktop,Edge,/pricing,1589,1,0,0
903,2025-08-15,Canada,Paid Ads,Mobile,Opera,/login,1650,12,0,1
904,2025-01-15,USA,Direct,Mobile,Safari,/blog,169,7,0,0
905,2025-07-11,Germany,Email,Desktop,Opera,/,163,8,0,0
906,2025-04-29,Mexico,Direct,Desktop,Chrome,/pricing,763,9,0,0
907,2025-01-28,UK,Referral,Desktop,Edge,/products,190,2,0,0
908,2025-07-21,France,Referral,Mobile,Chrome,/contact,1559,1,1,0
909,2025-02-08,Canada,Paid Ads,Desktop,Chrome,/about,1213,4,0,0
910,2025-09-30,Japan,Paid Ads,Mobile,Safari,/blog,386,13,0,0
911,2025-08-19,Mexico,Organic Search,Mobile,Chrome,/contact,785,5,0,0
912,2025-03-27,India,Direct,Mobile,Edge,/login,1201,10,1,0
913,2025-05-06,South Africa,Direct,Mobile,Opera,/products,1247,12,1,0
914,2025-10-27,India,Referral,Mobile,Edge,/products,1183,1,0,0
915,2025-01-25,Indonesia,Organic Search,Desktop,Safari,/pricing,25,5,0,0
916,2025-05-25,Italy,Email,Mobile,Edge,/products,1124,6,1,0
917,2025-01-13,Australia,Direct,Mobile,Firefox,/,1153,3,0,0
918,2025-07-31,UK,Organic Search,Tablet,Opera,/login,262,12,0,0
919,2025-01-25,Turkey,Organic Search,Desktop,Firefox,/products,1093,7,0,0
920,2025-03-09,Italy,Referral,Desktop,Firefox,/pricing,1299,14,0,0
921,2025-03-08,Italy,Organic Search,Desktop,Safari,/contact,1442,6,1,0
922,2025-08-21,Japan,Paid Ads,Mobile,Chrome,/login,40,4,0,0
923,2025-04-19,UK,Paid Ads,Mobile,Firefox,/products,1054,3,0,0
924,2025-05-26,Canada,Social Media,Desktop,Edge,/blog,740,5,0,0
925,2025-04-21,Italy,Referral,Mobile,Chrome,/login,1626,3,1,0
926,2025-08-16,UAE,Email,Desktop,Edge,/login,298,10,1,1
927,2025-04-21,USA,Social Media,Desktop,Edge,/about,1576,9,1,0
928,2025-02-03,Canada,Paid Ads,Mobile,Chrome,/blog,507,9,0,1
929,2025-04-21,Mexico,Social Media,Desktop,Chrome,/blog,1779,6,0,0
930,2025-09-21,UK,Referral,Mobile,Edge,/contact,1507,13,1,0
931,2025-08-24,Japan,Referral,Mobile,Safari,/home,1438,11,0,0
932,2025-03-24,Indonesia,Organic Search,Mobile,Opera,/about,557,6,1,0
933,2025-02-11,Turkey,Direct,Desktop,Opera,/blog,970,12,0,0
934,2025-04-11,South Africa,Organic Search,Tablet,Safari,/blog,141,14,0,0
935,2025-01-06,Australia,Referral,Mobile,Chrome,/home,1357,4,0,0
936,2025-06-29,UAE,Paid Ads,Mobile,Edge,/contact,867,4,1,0
937,2025-10-09,Saudi Arabia,Email,Desktop,Opera,/about,1165,2,1,0
938,2025-11-16,France,Paid Ads,Desktop,Edge,/blog,530,10,0,0
939,2025-08-14,Italy,Organic Search,Desktop,Safari,/pricing,39,4,0,0
940,2025-11-11,Australia,Email,Desktop,Edge,/contact,636,8,1,0
941,2025-12-31,Turkey,Referral,Mobile,Safari,/about,1334,13,0,0
942,2025-08-17,Canada,Paid Ads,Tablet,Chrome,/blog,13,10,1,0
943,2025-10-16,USA,Referral,Mobile,Safari,/blog,1358,2,0,0
944,2025-05-30,Mexico,Email,Desktop,Safari,/home,518,9,0,1
945,2025-10-04,UAE,Email,Mobile,Opera,/about,1270,14,0,0
946,2025-07-17,UK,Paid Ads,Desktop,Edge,/pricing,1568,1,0,0
947,2025-03-11,UK,Referral,Mobile,Opera,/contact,25,13,0,0
948,2025-04-22,Canada,Social Media,Mobile,Firefox,/products,1567,2,0,0
949,2025-01-04,China,Referral,Mobile,Safari,/,1006,2,0,0
950,2025-12-16,Turkey,Email,Tablet,Firefox,/pricing,1617,11,0,1
951,2025-11-27,Pakistan,Referral,Desktop,Opera,/products,1479,13,0,0
952,2025-11-14,India,Organic Search,Mobile,Edge,/pricing,1536,14,1,1
953,2025-12-16,Japan,Social Media,Tablet,Opera,/about,965,6,0,0
954,2025-04-05,Mexico,Direct,Mobile,Edge,/products,1263,14,0,0
955,2025-06-01,USA,Organic Search,Mobile,Edge,/about,1140,7,0,0
956,2025-11-07,China,Direct,Tablet,Chrome,/products,1753,13,0,0
957,2025-05-17,Canada,Paid Ads,Desktop,Safari,/pricing,1422,3,1,0
958,2025-09-04,Germany,Direct,Tablet,Opera,/home,1753,11,0,1
959,2025-08-31,Turkey,Referral,Desktop,Edge,/pricing,272,9,1,0
960,2025-01-31,India,Direct,Mobile,Opera,/about,1596,5,0,1
961,2025-02-09,Turkey,Email,Mobile,Opera,/pricing,1098,5,0,0
962,2025-08-17,Canada,Organic Search,Desktop,Edge,/login,274,11,0,0
963,2025-02-05,Netherlands,Organic Search,Mobile,Firefox,/login,1371,12,1,0
964,2025-08-11,Mexico,Direct,Desktop,Safari,/products,1334,4,1,0
965,2025-01-06,Netherlands,Organic Search,Tablet,Safari,/login,387,9,0,0
966,2025-11-18,Germany,Email,Mobile,Chrome,/,1208,8,1,1
967,2025-08-08,Italy,Organic Search,Mobile,Chrome,/products,972,12,0,0
968,2025-03-16,Saudi Arabia,Direct,Mobile,Chrome,/login,1185,4,1,0
969,2025-01-04,Pakistan,Social Media,Mobile,Safari,/blog,485,4,0,0
970,2025-12-01,Japan,Social Media,Mobile,Firefox,/pricing,1299,2,0,0
971,2025-05-14,Canada,Paid Ads,Mobile,Safari,/contact,338,9,0,0
972,2025-04-28,Spain,Organic Search,Mobile,Safari,/pricing,1196,3,1,0
973,2025-04-04,Turkey,Direct,Mobile,Safari,/login,447,4,1,0
974,2025-03-03,South Africa,Organic Search,Desktop,Safari,/home,1376,14,1,0
975,2025-07-13,Indonesia,Referral,Desktop,Firefox,/about,1400,7,1,0
976,2025-12-01,USA,Email,Desktop,Chrome,/contact,1498,10,0,0
977,2025-07-22,India,Organic Search,Mobile,Opera,/products,1783,8,1,0
978,2025-01-26,UK,Organic Search,Mobile,Chrome,/home,1232,8,1,0
979,2025-06-22,Netherlands,Social Media,Mobile,Chrome,/pricing,1533,4,0,0
980,2025-10-27,India,Email,Mobile,Opera,/login,25,7,0,0
981,2025-05-13,Netherlands,Direct,Desktop,Safari,/products,1329,10,0,1
982,2025-11-22,Germany,Organic Search,Desktop,Firefox,/products,877,1,1,0
983,2025-04-28,China,Social Media,Mobile,Firefox,/blog,520,6,1,0
984,2025-11-20,Canada,Paid Ads,Mobile,Chrome,/blog,993,6,1,0
985,2025-10-02,Indonesia,Email,Tablet,Opera,/login,1272,6,1,0
986,2025-07-31,Netherlands,Social Media,Mobile,Edge,/login,590,12,1,0
987,2025-08-13,Mexico,Social Media,Mobile,Safari,/,1334,2,1,0
988,2025-01-20,Saudi Arabia,Social Media,Mobile,Chrome,/blog,15,8,1,0
989,2025-04-23,China,Organic Search,Tablet,Firefox,/about,1253,14,0,1
990,2025-05-20,Netherlands,Organic Search,Mobile,Opera,/contact,1028,5,0,0
991,2025-02-16,India,Paid Ads,Desktop,Opera,/products,1799,5,0,0
992,2025-01-01,UAE,Referral,Mobile,Chrome,/blog,1486,2,1,0
993,2025-03-31,Indonesia,Referral,Mobile,Edge,/login,1466,4,0,0
994,2025-05-22,Netherlands,Referral,Mobile,Firefox,/,816,12,0,0
995,2025-11-16,Indonesia,Email,Desktop,Chrome,/login,1419,9,0,0
996,2025-02-07,Canada,Email,Mobile,Edge,/login,628,9,0,0
997,2025-10-20,Brazil,Paid Ads,Tablet,Opera,/login,1328,6,0,0
998,2025-05-19,Indonesia,Email,Desktop,Safari,/pricing,1151,11,0,0
999,2025-12-22,Japan,Referral,Mobile,Firefox,/contact,414,9,0,0
1000,2025-11-29,Mexico,Referral,Desktop,Firefox,/blog,1713,4,0,0
1001,2025-09-16,Spain,Social Media,Desktop,Edge,/products,1006,11,0,1
1002,2025-06-10,Pakistan,Email,Desktop,Chrome,/pricing,1796,1,0,0
1003,2025-06-27,Netherlands,Organic Search,Desktop,Opera,/login,603,2,0,0
1004,2025-01-10,Japan,Organic Search,Mobile,Edge,/about,575,13,0,0
1005,2025-09-18,Indonesia,Social Media,Desktop,Safari,/products,761,1,0,0
1006,2025-05-18,Turkey,Social Media,Desktop,Safari,/pricing,21,8,0,0
1007,2025-06-21,Mexico,Social Media,Desktop,Safari,/about,1242,9,1,0
1008,2025-01-13,Netherlands,Organic Search,Desktop,Edge,/about,174,10,0,0
1009,2025-06-17,India,Referral,Desktop,Opera,/contact,887,12,0,0
1010,2025-05-10,Germany,Social Media,Mobile,Firefox,/products,1327,6,0,0
1011,2025-03-25,China,Paid Ads,Desktop,Chrome,/blog,1552,2,0,0
1012,2025-11-17,Saudi Arabia,Social Media,Mobile,Firefox,/blog,87,6,0,0
1013,2025-11-15,Japan,Direct,Mobile,Opera,/,1467,9,0,0
1014,2025-04-11,USA,Social Media,Desktop,Firefox,/pricing,1610,12,0,0
1015,2025-11-25,Mexico,Organic Search,Mobile,Edge,/,623,3,0,0
1016,2025-09-30,Netherlands,Email,Desktop,Safari,/home,878,9,0,0
1017,2025-09-22,Australia,Social Media,Desktop,Opera,/blog,821,2,1,0
1018,2025-02-07,Canada,Email,Desktop,Opera,/pricing,1716,11,0,0
1019,2025-04-04,Japan,Direct,Desktop,Firefox,/contact,1110,5,1,0
1020,2025-04-05,Netherlands,Paid Ads,Mobile,Edge,/,1081,11,0,1
1021,2025-11-01,Japan,Email,Mobile,Firefox,/contact,776,2,0,0
1022,2025-03-10,Germany,Referral,Desktop,Firefox,/contact,91,7,0,0
1023,2025-11-14,Germany,Social Media,Mobile,Opera,/login,1754,11,1,0
1024,2025-08-24,China,Direct,Desktop,Firefox,/login,218,10,0,0
1025,2025-11-30,UK,Direct,Mobile,Safari,/contact,1478,9,0,0
1026,2025-05-17,Japan,Email,Desktop,Firefox,/,1629,7,0,0
1027,2025-03-17,Netherlands,Paid Ads,Desktop,Safari,/login,531,12,0,0
1028,2025-02-04,Japan,Organic Search,Desktop,Opera,/home,1062,5,1,0
1029,2025-01-01,UAE,Social Media,Desktop,Edge,/about,1337,4,0,0
1030,2025-10-23,Saudi Arabia,Direct,Mobile,Safari,/about,1003,12,0,0
1031,2025-11-16,UAE,Paid Ads,Mobile,Edge,/login,474,4,0,0
1032,2025-03-01,Italy,Referral,Desktop,Edge,/,1535,10,0,1
1033,2025-11-16,Canada,Direct,Mobile,Safari,/about,1479,8,0,0
1034,2025-12-15,Australia,Paid Ads,Mobile,Opera,/products,637,10,0,0
1035,2025-11-24,Netherlands,Organic Search,Mobile,Chrome,/about,1523,13,0,0
1036,2025-09-24,South Africa,Organic Search,Desktop,Edge,/blog,790,10,1,0
1037,2025-12-27,France,Direct,Mobile,Edge,/,1461,14,0,0
1038,2025-08-17,UAE,Direct,Tablet,Opera,/login,568,10,1,0
1039,2025-09-27,Mexico,Email,Mobile,Opera,/login,1392,10,0,0
1040,2025-11-12,France,Social Media,Mobile,Firefox,/about,969,10,0,1
1041,2025-10-13,Canada,Paid Ads,Desktop,Opera,/,100,1,0,0
1042,2025-10-18,Italy,Direct,Desktop,Edge,/home,1086,5,1,0
1043,2025-08-01,USA,Social Media,Mobile,Safari,/products,1763,14,0,0
1044,2025-06-14,Japan,Email,Mobile,Chrome,/login,869,2,0,0
1045,2025-01-05,Japan,Social Media,Desktop,Firefox,/,1622,13,0,0
1046,2025-12-05,Germany,Direct,Mobile,Safari,/login,1237,11,1,0
1047,2025-03-19,Canada,Organic Search,Mobile,Chrome,/login,565,9,0,0
1048,2025-03-03,Saudi Arabia,Paid Ads,Mobile,Chrome,/blog,165,7,0,0
1049,2025-05-12,UK,Paid Ads,Mobile,Chrome,/about,11,10,0,0
1050,2025-03-30,USA,Organic Search,Mobile,Safari,/blog,1390,8,1,0
1051,2025-08-25,China,Direct,Desktop,Firefox,/about,834,6,1,0
1052,2025-02-11,Spain,Paid Ads,Mobile,Firefox,/login,1602,9,0,0
1053,2025-03-30,Turkey,Direct,Desktop,Chrome,/,811,6,0,0
1054,2025-10-23,China,Email,Desktop,Safari,/contact,992,7,1,0
1055,2025-11-24,Italy,Direct,Desktop,Chrome,/about,1091,7,1,0
1056,2025-10-22,Italy,Social Media,Desktop,Opera,/contact,1287,9,0,0
1057,2025-04-14,Netherlands,Organic Search,Desktop,Firefox,/products,1213,11,1,0
1058,2025-01-14,Turkey,Direct,Desktop,Edge,/blog,502,8,0,0
1059,2025-10-15,Turkey,Email,Mobile,Chrome,/contact,678,13,0,1
